state,crop_year,season,crop,yield_kg_ha
Tamil Nadu,2012,Kharif,Urad,425.193529059317
Odisha,2025,Summer,Wheat,1978.292231432823
Arunachal Pradesh,2011,Kharif,Rice,1291.8461538461538
Madhya Pradesh,2019,Rabi,Masoor,776.5700674451645
Gujarat,2024,Rabi,Onion,27634.67458217243
Karnataka,2008,Kharif,Jowar,1309.162902926437
Rajasthan,2011,Kharif,Bajra,1458.2133076978776
Bihar,2021,Rabi,Peas & beans (Pulses),1028.837737467964
Chhattisgarh,2014,Kharif,Arhar/Tur,633.9999276751166
Andhra Pradesh,2009,Whole Year,Sweet potato,7653.498871331828
Haryana,2023,Whole Year,Ginger,12746.683482810164
Chhattisgarh,2026,Kharif,Cotton(lint),2243.1130131558093
Haryana,2015,Kharif,Jowar,545.4545454545455
Uttarakhand,2025,Kharif,Groundnut,1416.399806787484
Uttar Pradesh,2011,Kharif,Arhar/Tur,1044.7691123171396
Bihar,2011,Whole Year,Tobacco,1885.0331925165963
Chhattisgarh,2006,Whole Year,Ginger,1106.4618644067796
Chhattisgarh,2001,Kharif,Soyabean,768.4051967614386
West Bengal,2021,Kharif,Soyabean,854.0668975171296
Bihar,2024,Whole Year,Mango,8396.033334757165
Maharashtra,2002,Kharif,Sunflower,477.4127310061602
Meghalaya,2010,Kharif,Ginger,5999.364272091545
Haryana,2014,Rabi,Barley,3142.8571428571427
Tripura,2014,Kharif,Groundnut,1076.305220883534
Tamil Nadu,2011,Whole Year,Horse-gram,539.1050922166802
Himachal Pradesh,2009,Kharif,Urad,198.06135705006494
West Bengal,2014,Kharif,Other Kharif pulses,668.7697160883281
Madhya Pradesh,2004,Kharif,Horse-gram,258.57422006603326
Telangana,2021,Kharif,Horse-gram,677.6584612318118
Himachal Pradesh,2014,Kharif,Ginger,6861.940298507463
Madhya Pradesh,2000,Whole Year,Sannhamp,1412.6440361258176
Nagaland,2001,Rabi,Rapeseed &Mustard,961.875
Madhya Pradesh,2015,Rabi,Other  Rabi pulses,1116.6410256410256
Haryana,2011,Kharif,Bajra,2039.3392887825926
Mizoram,2016,Kharif,Tapioca,11487.80487804878
Karnataka,2022,Whole Year,Tapioca,9619.70937608119
Mizoram,2008,Whole Year,Tobacco,570.2479338842975
West Bengal,2016,Autumn,Jowar,384.61538461538464
Telangana,2024,Kharif,Cowpea(Lobia),1081.0961463604515
Sikkim,2019,Kharif,Other Cereals,984.6938775510204
West Bengal,2013,Rabi,Ragi,1095.0826160087067
Jammu and Kashmir,2023,Kharif,Sesamum,434.0784598677697
Kerala,2007,Kharif,Cotton(lint),1297.2972972972973
Kerala,2012,Whole Year,Black pepper,546.5663994711181
Odisha,2023,Rabi,Mustard,1668.320658661236
Madhya Pradesh,2001,Rabi,Gram,943.9999434806722
Tripura,2011,Rabi,Peas & beans (Pulses),775.2808988764045
Uttarakhand,2000,Rabi,Other  Rabi pulses,425.1968503937008
Puducherry,2018,Kharif,Turmeric,2500.0
Puducherry,2024,Kharif,Small millets,1596.8992248062016
Tripura,2013,Kharif,Cotton(lint),1469.968387776607
Jharkhand,2024,Kharif,Sesamum,394.04411151947903
West Bengal,2022,Autumn,Rice,3260.4302574045864
Chhattisgarh,2022,Rabi,Masoor,349.51419126746094
Himachal Pradesh,2012,Kharif,Rice,1475.8821968691962
Meghalaya,2018,Rabi,Masoor,1107.3131955484896
Mizoram,2019,Kharif,Potato,3339.622641509434
West Bengal,2003,Rabi,Peas & beans (Pulses),1177.9283904977067
Punjab,2026,Rabi,Mustard,1787.718291153199
Uttarakhand,2012,Whole Year,Garlic,7900.872993522951
Uttar Pradesh,2015,Kharif,Rice,2130.05056150422
Meghalaya,2024,Rabi,Masoor,2083.3546271453515
Haryana,2001,Rabi,Gram,856.2845672253573
Tamil Nadu,2026,Kharif,Rice,4598.255069451784
Manipur,2012,Rabi,Masoor,823.7179487179487
Arunachal Pradesh,2010,Whole Year,Potato,8267.651130595294
Uttar Pradesh,2014,Rabi,Barley,1690.36165101294
Mizoram,2017,Whole Year,Sugarcane,28763.15114190403
Gujarat,2008,Whole Year,Potato,20992.83154121864
Assam,2019,Rabi,Gram,699.9080882352941
Uttarakhand,2010,Whole Year,Garlic,6589.0
Karnataka,2025,Kharif,Bajra,1192.3860952945547
Haryana,2008,Kharif,Cotton(lint),4082.563376205365
Punjab,2008,Kharif,Guar seed,795.6989247311828
Maharashtra,2016,Summer,Other Summer Pulses,664.9769585253456
Jammu and Kashmir,2013,Rabi,Onion,2421.296296296296
West Bengal,2018,Kharif,Urad,656.9843293094399
Manipur,2011,Rabi,Peas & beans (Pulses),934.0333257247204
Karnataka,2004,Kharif,Sunflower,436.3692541791186
Odisha,2023,Whole Year,Turmeric,2364.47293355334
Odisha,2012,Autumn,Groundnut,1052.1466301282815
West Bengal,2024,Rabi,Masoor,804.726946739819
Andhra Pradesh,2013,Kharif,Potato,17428.571428571428
Tamil Nadu,2024,Whole Year,Sugarcane,86367.0648340782
Odisha,2008,Autumn,Urad,236.6631980575789
Tripura,2025,Kharif,Moong(Green Gram),520.6642432001951
Nagaland,2021,Kharif,Soyabean,1214.40133048942
Kerala,2015,Whole Year,Jowar,741.5730337078652
Haryana,2000,Rabi,Peas & beans (Pulses),1071.080817916261
Maharashtra,2019,Rabi,Safflower,690.5059482479285
Chhattisgarh,2021,Kharif,Moong(Green Gram),348.99797926610313
Uttar Pradesh,2001,Rabi,Rapeseed &Mustard,1012.6561272497771
Himachal Pradesh,2002,Kharif,Urad,241.91002367797947
Nagaland,2024,Kharif,other oilseeds,578.6378544937619
Tripura,2022,Kharif,Other Kharif pulses,879.3745932066403
Odisha,2026,Kharif,Other Kharif pulses,427.0852760658184
Kerala,2017,Whole Year,Black pepper,445.78992494802736
Himachal Pradesh,2023,Kharif,Moth,643.2552954292084
Maharashtra,2008,Kharif,Soyabean,600.6463828675894
Uttar Pradesh,2002,Rabi,Linseed,432.48092114071494
Haryana,2017,Whole Year,Ginger,7547.2972972972975
Tripura,2002,Kharif,Cotton(lint),1156.2043795620439
Kerala,2019,Whole Year,Ragi,1225.3521126760563
Uttarakhand,2014,Kharif,Horse-gram,807.9114708068379
Odisha,2026,Winter,Rapeseed &Mustard,332.44850450379744
Bihar,2013,Rabi,Safflower,805.352798053528
Himachal Pradesh,2005,Kharif,Ragi,1025.880228708998
Karnataka,2008,Whole Year,Cardamom,100.41334811977013
West Bengal,2009,Kharif,Bajra,433.9622641509434
Kerala,2006,Kharif,Ragi,808.1395348837209
Manipur,2013,Kharif,Rice,2682.54039497307
Punjab,2019,Rabi,other oilseeds,1269.2307692307693
Telangana,2019,Kharif,Turmeric,6972.729240314552
Punjab,2011,Kharif,Rice,3740.9510290986514
Chhattisgarh,2014,Whole Year,Ginger,1245.3044963005123
Telangana,2016,Kharif,Sunflower,756.0462670872765
West Bengal,2006,Whole Year,Sannhamp,5604.327666151468
Haryana,2004,Kharif,Moth,130.6091986192742
Uttarakhand,2002,Kharif,Other Cereals,281.680596340637
Punjab,2008,Rabi,Potato,24691.908171876017
West Bengal,2016,Rabi,Linseed,370.4769114307343
Gujarat,2007,Kharif,Moth,581.4889336016097
Madhya Pradesh,2024,Rabi,Linseed,882.2650785685036
Uttar Pradesh,2004,Rabi,Potato,22383.067323933952
Uttar Pradesh,2014,Kharif,Guar seed,818.0487804878048
Chhattisgarh,2016,Whole Year,Onion,3220.0985221674878
Andhra Pradesh,2010,Whole Year,Coriander,676.8571850539064
Madhya Pradesh,2025,Kharif,Soyabean,1009.5424043568702
Chhattisgarh,2005,Rabi,Rapeseed &Mustard,317.9584914237756
Madhya Pradesh,2013,Kharif,Jowar,1480.0374936555495
Himachal Pradesh,2006,Rabi,Coriander,208.33333333333334
Chhattisgarh,2025,Kharif,Jowar,1336.968919415782
Haryana,2015,Kharif,Cotton(lint),1617.8861788617887
Tamil Nadu,2024,Rabi,Gram,848.2539779169489
Uttar Pradesh,2021,Kharif,Moong,851.1065829411922
Meghalaya,2021,Whole Year,Arecanut,1336.9263104242432
Uttar Pradesh,2021,Kharif,Jowar,1115.596815000199
Jammu and Kashmir,2006,Rabi,Linseed,568.4647302904565
Rajasthan,2024,Kharif,Moong,818.3337256238739
Delhi,2000,Kharif,Jowar,948.0579710144928
Haryana,2006,Whole Year,Onion,19543.845851356666
Chhattisgarh,2003,Rabi,Wheat,1066.2432027443479
Odisha,2004,Whole Year,Sweet potato,8369.141619969434
Kerala,2005,Whole Year,Black pepper,368.0913284985588
Puducherry,2001,Rabi,Rapeseed &Mustard,7464.788732394366
Assam,2006,Whole Year,Onion,2441.7758369723433
Haryana,2019,Kharif,Jowar,527.072192513369
Haryana,2007,Kharif,Maize,2685.6354794222257
Jammu and Kashmir,2018,Kharif,Moong(Green Gram),435.6955380577428
Gujarat,2014,Whole Year,Guar seed,795.2944145963293
Tamil Nadu,2012,Whole Year,Mango,6514.244319055683
Rajasthan,2015,Rabi,Coriander,795.3320297609171
Maharashtra,2024,Rabi,Linseed,290.20492007543623
Chhattisgarh,2006,Kharif,Cotton(lint),1690.721649484536
Bihar,2010,Rabi,Barley,1326.8482490272374
Uttar Pradesh,2017,Rabi,Lentil,975.262354504579
Madhya Pradesh,2018,Whole Year,Sweet potato,15163.693060410893
Karnataka,2015,Whole Year,Sannhamp,238.93805309734512
Jammu and Kashmir,2002,Rabi,Wheat,1646.0719946591742
Kerala,2017,Kharif,Other Kharif pulses,904.2016806722689
Kerala,2018,Whole Year,Turmeric,2695.1616734642935
Telangana,2019,Kharif,Castor seed,1309.5559584892558
Chhattisgarh,2011,Rabi,Gram,1001.9984012789769
Bihar,2024,Rabi,Safflower,991.5365467300295
Meghalaya,2019,Kharif,Soyabean,1906.0331019754406
Manipur,2011,Kharif,Cowpea(Lobia),1090.1001112347053
Madhya Pradesh,2004,Kharif,Castor seed,378.4545967287084
Mizoram,2023,Kharif,Cowpea(Lobia),1742.7891965347374
Kerala,2024,Whole Year,Turmeric,3434.6818991403006
Delhi,2019,Kharif,Bajra,3303.728813559322
Nagaland,2018,Rabi,Barley,1035.7142857142858
Uttar Pradesh,2006,Kharif,Sannhamp,278.01724137931035
Jharkhand,2023,Kharif,Groundnut,1073.9723372522405
Arunachal Pradesh,2014,Whole Year,Dry chillies,2819.5488721804513
Andhra Pradesh,2021,Rabi,Safflower,581.3536851911571
Goa,2003,Whole Year,Banana,7755.8513079394215
Chhattisgarh,2022,Kharif,Jute,10.016545186245137
Manipur,2023,Rabi,Peas & beans (Pulses),1253.5799236374355
Rajasthan,2020,Rabi,Gram,1158.8964981706604
West Bengal,2007,Kharif,Jute,13472.958280926901
Uttarakhand,2007,Kharif,Bajra,952.3809523809524
Bihar,2022,Kharif,Castor seed,1091.0180485053581
Tamil Nadu,2009,Whole Year,Onion,9752.546415678185
Uttar Pradesh,2017,Kharif,Moong(Green Gram),394.36182019977804
Uttar Pradesh,2024,Rabi,Garlic,7583.172169652969
Karnataka,2020,Kharif,Arhar/Tur,1086.139045184533
Haryana,2001,Kharif,Maize,2619.2599197503346
Uttarakhand,2009,Whole Year,Sugarcane,60892.18706244749
Madhya Pradesh,2001,Rabi,Barley,1287.256916240623
Delhi,2007,Whole Year,Sugarcane,92000.0
Odisha,2025,Autumn,Groundnut,1378.158586984852
Uttar Pradesh,2023,Rabi,Wheat,3955.6988758309217
Kerala,2017,Whole Year,Turmeric,3175.665946724262
Karnataka,2016,Kharif,Cowpea(Lobia),765.7142857142857
Himachal Pradesh,2005,Kharif,Rice,1412.9350099538844
Punjab,2008,Rabi,Barley,3437.5
Arunachal Pradesh,2004,Whole Year,Dry chillies,1312.1272365805169
Andhra Pradesh,2018,Kharif,Arhar/Tur,179.96540144499846
Uttar Pradesh,2013,Rabi,Wheat,3200.7343688717688
Himachal Pradesh,2011,Kharif,Rice,1447.8099223112083
Bihar,2005,Kharif,Other Kharif pulses,547.8260869565217
Meghalaya,2003,Kharif,Small millets,830.1390454716272
Nagaland,2006,Rabi,Gram,1305.5555555555557
Delhi,2025,Kharif,Rice,3400.1272026637735
Gujarat,2000,Whole Year,Garlic,5000.0
Haryana,2018,Kharif,Jowar,528.5359801488834
Punjab,2018,Rabi,Masoor,714.2857142857143
Andhra Pradesh,2023,Kharif,Moong(Green Gram),773.7593012668116
Uttar Pradesh,2011,Rabi,Linseed,453.9238138244686
Assam,2015,Rabi,Mustard,1585.8087236160961
Rajasthan,2001,Rabi,Gram,833.6496745815075
Uttar Pradesh,2024,Kharif,Cotton(lint),426.8483492924067
Goa,2018,Whole Year,Black pepper,407.53828032979976
Bihar,2012,Whole Year,Sugarcane,50895.627616399834
Madhya Pradesh,2009,Whole Year,Linseed,454.00407606155227
Jammu and Kashmir,2022,Kharif,Turmeric,878.3638320775028
Andhra Pradesh,2024,Whole Year,Banana,95279.58819516149
Telangana,2018,Kharif,Dry chillies,4293.069917783232
Andhra Pradesh,2003,Kharif,Rice,2769.940689571455
Mizoram,2007,Whole Year,Tobacco,411.1111111111111
Himachal Pradesh,2017,Kharif,Moong(Green Gram),707.6923076923077
Bihar,2020,Whole Year,Banana,30486.004269721427
Uttarakhand,2017,Kharif,Other Kharif pulses,1072.1080346526244
Kerala,2002,Autumn,Rice,2074.1831053558403
Karnataka,2006,Kharif,Jowar,1165.15660052519
Mizoram,2019,Kharif,Sesamum,699.7354497354497
Jharkhand,2013,Rabi,Wheat,1444.4761788186652
Kerala,2005,Kharif,Other Cereals,1909.090909090909
Kerala,2022,Whole Year,Black pepper,425.0161778391337
Madhya Pradesh,2002,Whole Year,Turmeric,686.9281708345854
Telangana,2010,Kharif,Soyabean,1454.6039044568126
West Bengal,2006,Whole Year,Sugarcane,76385.75649761804
Nagaland,2010,Kharif,Maize,1958.064007567397
West Bengal,2000,Whole Year,Sesamum,861.096854266011
Assam,2012,Rabi,Gram,554.5350172215844
Karnataka,2002,Rabi,Rapeseed &Mustard,265.57377049180326
Uttarakhand,2018,Kharif,Horse-gram,885.331059078927
Bihar,2010,Kharif,Urad,871.9588580470759
Uttar Pradesh,2002,Kharif,Small millets,637.9381443298969
Himachal Pradesh,2001,Kharif,Maize,2217.9486328423204
Manipur,2021,Whole Year,Turmeric,16398.307028642885
Rajasthan,2025,Kharif,Sesamum,669.4435429117145
Uttarakhand,2024,Kharif,Soyabean,1196.8283769243196
Maharashtra,2009,Rabi,Other  Rabi pulses,441.97780020181636
Kerala,2012,Whole Year,Tobacco,1769.2307692307693
Madhya Pradesh,2008,Kharif,Sannhamp,340.6370002258866
West Bengal,2010,Rabi,Peas & beans (Pulses),1169.678196523834
Andhra Pradesh,2013,Kharif,Coriander,644.100580270793
Chhattisgarh,2018,Whole Year,Sweet potato,5667.317454119485
Telangana,2007,Kharif,Jowar,1053.9078328533526
Mizoram,2004,Kharif,Groundnut,1040.0
Andhra Pradesh,2025,Whole Year,Tapioca,16349.839384477693
Haryana,2007,Whole Year,Sweet potato,18461.53846153846
Karnataka,2001,Kharif,Small millets,525.83070579675
Madhya Pradesh,2007,Whole Year,Coriander,323.3294476262191
Telangana,2018,Kharif,Soyabean,1583.9190347910042
Maharashtra,2025,Kharif,Maize,2044.5839985970383
Haryana,2024,Whole Year,Sugarcane,82927.77277311716
Karnataka,2024,Kharif,Groundnut,1636.1532460608428
Himachal Pradesh,2006,Rabi,Gram,766.566265060241
West Bengal,2024,Rabi,Safflower,959.9442464125766
Nagaland,2007,Kharif,Jute,1200.0
Andhra Pradesh,2001,Whole Year,Potato,6240.630323679728
Chhattisgarh,2003,Kharif,Soyabean,881.9774418046557
Uttar Pradesh,2003,Rabi,Onion,14352.92107960369
Uttar Pradesh,2016,Rabi,Barley,2706.9447304173896
Chhattisgarh,2017,Whole Year,Ginger,1205.8222676200205
Andhra Pradesh,2001,Whole Year,Tapioca,8271.787046456426
Gujarat,2016,Rabi,Other  Rabi pulses,894.1333578927979
Assam,2024,Rabi,Peas & beans (Pulses),878.0894343599838
Maharashtra,2019,Rabi,Other  Rabi pulses,527.8918849799402
Jharkhand,2013,Rabi,Onion,6759.340659340659
Karnataka,2000,Whole Year,Arecanut,1366.5034888700427
Haryana,2016,Kharif,Sunflower,1406.9767441860465
Karnataka,2019,Kharif,Rice,3204.0023358887734
West Bengal,2019,Autumn,Groundnut,1120.4379562043796
Uttar Pradesh,2010,Rabi,Onion,18408.036622583928
Madhya Pradesh,2006,Kharif,Other Kharif pulses,200.26947574718275
Andhra Pradesh,2009,Kharif,Bajra,1301.0984406333243
Himachal Pradesh,2006,Kharif,Ginger,1750.4173622704507
Chhattisgarh,2003,Whole Year,Dry chillies,654.9491211840888
Tamil Nadu,2000,Kharif,Sesamum,563.0286102853161
Telangana,2026,Kharif,Ragi,1195.2620652390297
Delhi,2005,Rabi,Wheat,4344.001312982111
Arunachal Pradesh,2019,Kharif,Urad,905.0522648083623
Mizoram,2024,Kharif,Arhar/Tur,1347.9012640114477
Odisha,2024,Summer,Horse-gram,457.7995843303814
Rajasthan,2023,Kharif,Jowar,1574.0232283810437
Andhra Pradesh,2013,Whole Year,Banana,31144.40998911358
Telangana,2021,Rabi,Rapeseed &Mustard,1693.283351102246
Chhattisgarh,2020,Rabi,Linseed,627.780969660748
Himachal Pradesh,2019,Kharif,Small millets,920.981971614883
Chhattisgarh,2016,Kharif,Ragi,243.21314214116666
Chhattisgarh,2018,Kharif,Other Kharif pulses,248.6119679210364
Chhattisgarh,2026,Kharif,Horse-gram,391.46220819256934
Tripura,2013,Whole Year,Sugarcane,51450.20746887967
West Bengal,2013,Kharif,Cotton(lint),3620.879120879121
Kerala,2001,Whole Year,Arecanut,908.6412069576041
Haryana,2021,Kharif,Moth,524.4925552373675
Meghalaya,2006,Autumn,Rice,1368.9525383273663
Karnataka,2012,Kharif,Cotton(lint),2296.4302499944047
Rajasthan,2007,Kharif,Sesamum,439.0489826827079
Uttarakhand,2023,Rabi,Wheat,1890.975838251771
Andhra Pradesh,2000,Kharif,Bajra,1050.1177833558602
West Bengal,2014,Kharif,Cotton(lint),2559.349593495935
Karnataka,2004,Whole Year,Sugarcane,64224.533673552614
Uttar Pradesh,2026,Summer,Banana,59817.79340156479
Tripura,2009,Rabi,Wheat,1983.5082458770614
Haryana,2007,Kharif,Horse-gram,218.34061135371178
Tripura,2019,Whole Year,Sugarcane,52943.23144104803
Maharashtra,2013,Rabi,Safflower,654.7901821060966
Odisha,2021,Autumn,Ragi,758.105850797043
Madhya Pradesh,2025,Kharif,Cowpea(Lobia),10.00226400636244
Jharkhand,2025,Rabi,Other  Rabi pulses,728.8246731661559
Telangana,2023,Kharif,Cashewnut,10.000120823046593
Maharashtra,2026,Rabi,Linseed,231.6603602558023
Tamil Nadu,2002,Whole Year,Tobacco,1537.8059174479483
West Bengal,2010,Whole Year,Sugarcane,75518.34587467537
Assam,2010,Rabi,Moong(Green Gram),470.294834848149
Himachal Pradesh,2011,Rabi,Masoor,919.7324414715719
Kerala,2005,Whole Year,Arecanut,1098.7107468459342
West Bengal,2013,Rabi,Khesari,1240.9528768549858
Telangana,2014,Kharif,Rice,3102.0876729178417
Nagaland,2018,Kharif,Cotton(lint),615.3846153846154
Manipur,2022,Kharif,Maize,2303.5083862205092
Haryana,2000,Rabi,Masoor,800.8624672724472
Karnataka,2005,Kharif,Dry chillies,726.9813092970951
Punjab,2014,Rabi,Wheat,4293.865905848787
Nagaland,2015,Kharif,Jowar,960.0
Andhra Pradesh,2026,Kharif,Sunflower,976.4208436439937
Andhra Pradesh,2015,Whole Year,Sugarcane,76865.82569749764
Karnataka,2012,Whole Year,Cardamom,81.82101005911024
Uttarakhand,2010,Kharif,Sesamum,216.7461579226285
Karnataka,2018,Kharif,Urad,482.1609044115919
Andhra Pradesh,2004,Kharif,Niger seed,390.0895140664962
Maharashtra,2024,Kharif,Sunflower,503.7551551547166
Jharkhand,2022,Rabi,Gram,1204.573885062363
Chhattisgarh,2019,Kharif,Moong(Green Gram),415.3066966797974
Assam,2022,Kharif,Mesta,6112.960969162224
Chhattisgarh,2012,Kharif,Bajra,423.5924932975871
West Bengal,2022,Rabi,Groundnut,1819.5602117868314
Uttar Pradesh,2007,Rabi,Wheat,2817.2712092753827
Andhra Pradesh,2024,Kharif,Maize,6275.681203783393
Maharashtra,2009,Kharif,Sesamum,259.11708253358927
Haryana,2008,Kharif,Urad,387.5968992248062
Manipur,2014,Kharif,Arhar/Tur,992.1722113502935
Odisha,2016,Autumn,Rice,1285.3484507868243
Andhra Pradesh,2010,Kharif,Niger seed,382.0325771959628
Uttarakhand,2007,Rabi,Rapeseed &Mustard,640.6120073174787
Karnataka,2015,Whole Year,Ginger,37336.417961413696
Nagaland,2008,Kharif,Jowar,928.5714285714286
Meghalaya,2024,Kharif,Sweet potato,4376.725533726151
Jammu and Kashmir,2005,Kharif,Turmeric,1000.0
Chhattisgarh,2024,Kharif,Jute,10.013654984069186
Karnataka,2016,Kharif,Soyabean,746.4718281058294
Gujarat,2016,Kharif,Rice,2282.578921923184
Punjab,2018,Kharif,Sesamum,275.86206896551727
Bihar,2025,Whole Year,Garlic,1597.5784063706942
Mizoram,2023,Kharif,Tapioca,9913.14393740482
Tripura,2014,Kharif,Moong(Green Gram),548.3304042179262
Haryana,2021,Kharif,Bajra,2453.3813230774663
Manipur,2008,Kharif,Rice,2456.2775486989904
Tamil Nadu,2022,Whole Year,Sweet potato,22535.131018118434
West Bengal,2010,Kharif,Sannhamp,3988.795518207283
Sikkim,2017,Rabi,Barley,1073.8095238095239
Karnataka,2011,Kharif,Dry chillies,807.7036432474098
Arunachal Pradesh,2018,Kharif,Maize,1530.0
Kerala,2010,Whole Year,Rubber,1385.3982646956636
Tamil Nadu,2005,Whole Year,Cashewnut,413.50569022902346
Chhattisgarh,2012,Kharif,Small millets,225.89567774526503
West Bengal,2014,Kharif,Moth,875.0
Chhattisgarh,2007,Rabi,Other  Rabi pulses,128.06439809732893
Meghalaya,2015,Autumn,Rice,2337.427571221632
Meghalaya,2025,Whole Year,Dry chillies,1574.2924413095086
Haryana,2025,Rabi,Masoor,905.3481510463424
Tamil Nadu,2019,Whole Year,Arecanut,1979.1027327195675
Arunachal Pradesh,2011,Whole Year,Ginger,7848.837209302325
Sikkim,2008,Rabi,Wheat,897.4358974358975
Tamil Nadu,2011,Whole Year,Small millets,1207.5290215588723
Jharkhand,2024,Autumn,Maize,2233.927572632427
Arunachal Pradesh,2017,Kharif,Sunflower,816.1120840630473
Andhra Pradesh,2003,Whole Year,Banana,13312.47094074495
Andhra Pradesh,2019,Kharif,Castor seed,686.1813343470823
Karnataka,2001,Kharif,Jowar,1250.5538924129928
Telangana,2017,Kharif,Onion,18315.582310720074
Karnataka,2011,Kharif,Other Kharif pulses,969.740142172358
Karnataka,2002,Kharif,Mesta,1340.8143635780698
Manipur,2000,Rabi,Rapeseed &Mustard,448.9795918367347
Jharkhand,2014,Rabi,Peas & beans (Pulses),955.8427571351642
Maharashtra,2026,Kharif,Rice,2099.1552643027417
Jammu and Kashmir,2024,Rabi,Masoor,1265.2632631631582
Bihar,2013,Rabi,Gram,1146.9873624133713
Bihar,2010,Whole Year,Mango,7345.195933885388
Himachal Pradesh,2009,Rabi,Masoor,389.20454545454544
Maharashtra,2003,Kharif,Cotton(lint),1115.0086880973067
Madhya Pradesh,2009,Whole Year,Wheat,1988.2009286846028
West Bengal,2016,Rabi,Khesari,1215.194065439131
Goa,2018,Rabi,Other  Rabi pulses,1024.2002320570198
Uttar Pradesh,2015,Kharif,Sugarcane,67031.95277948884
Puducherry,2002,Kharif,Ragi,2201.754385964912
Assam,2007,Rabi,Moong(Green Gram),459.90413265967095
Andhra Pradesh,2023,Whole Year,Coriander,612.0425087563546
Delhi,2014,Kharif,Bajra,2511.184210526316
Rajasthan,2017,Kharif,Sesamum,519.882306179094
Tamil Nadu,2000,Kharif,Groundnut,1765.4991194611805
Puducherry,2019,Kharif,Groundnut,3000.0
Puducherry,2003,Whole Year,Coriander,500.0
Jammu and Kashmir,2001,Whole Year,Onion,2237.4517374517372
Assam,2024,Rabi,Wheat,1527.785380875726
Assam,2004,Whole Year,Sweet potato,3492.3997009718414
Maharashtra,2006,Rabi,Rapeseed &Mustard,352.51798561151077
West Bengal,2014,Autumn,Sesamum,745.7475380483438
West Bengal,2025,Rabi,Horse-gram,636.9489293374253
Arunachal Pradesh,2002,Whole Year,Sugarcane,19152.882205513786
Odisha,2003,Kharif,Maize,1417.5592719940953
Puducherry,2016,Rabi,Other  Rabi pulses,954.5454545454545
